city,luas_bangunan_m2,luas_tanah_m2,jumlah_kamar_tidur,jumlah_kamar_mandi,carport,tahun_dibangun,sertifikat,kondisi,latitude,longitude,harga,title,lokasi,url,source,scraped_at
Bogor,21.0,130.0,1,1,,,,,,,300000000.0,Citra Indah City Dijual Rumah Rusak Utk Dibangun Ulang,Jonggol,https://www.rumah123.com/properti/bogor-jonggol/citra-indah-city-dijual-rumah-rusak-utk-dibangun-ulang-hos39962205/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:32:59.783312
Bogor,65.0,78.0,3,2,1.0,,,Baru,,,520000000.0,Rumah Cantik Minimalis Mewah di Citra Indah City,Jonggol,https://www.rumah123.com/properti/bogor-jonggol/rumah-cantik-minimalis-mewah-di-citra-indah-city-hos41331017/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:33:09.202665
Bogor,325.0,375.0,5,4,2.0,,,Siap Huni,,,3400000000.0,Rumah Terbaik di Sentul dengan Tanah yang Luas dan Asri,Sentul,https://www.rumah123.com/properti/bogor-sentul/rumah-terbaik-di-sentul-dengan-tanah-yang-luas-dan-asri-hos41116929/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:33:21.411420
Bogor,120.0,90.0,3,2,1.0,,,Siap Huni,,,1200000000.0,"Rumah 2 Lantai Terjangkau Dekat Aeon Mall Sentul, Akses Mudah",Sentul City,https://www.rumah123.com/properti/bogor-sentul-city/rumah-2-lantai-terjangkau-dekat-aeon-mall-sentul-akses-mudah-hos41353585/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:33:33.531755
Bogor,160.0,144.0,4,4,1.0,,,Baru,,,1970000000.0,Rumah Baru Kota Wisata,Kota Wisata,https://www.rumah123.com/properti/bogor-kota-wisata/rumah-baru-kota-wisata-hos18517732/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:33:42.226666
Bogor,60.0,160.0,2,1,1.0,,,Siap Huni,,,550000000.0,Rumah Dijual Murah Cluster Real Estate Di Citra Indah City Cileungsi Jonggol Bogor,Jonggol,https://www.rumah123.com/properti/bogor-jonggol/rumah-dijual-murah-cluster-real-estate-di-citra-indah-city-cileungsi-jonggol-bogor-hos39497516/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:33:51.634517
Bogor,36.0,139.0,2,2,3.0,,,,,,1200000000.0,Cibubur Mansion Cileungsi Rumah Hook Dekat Radio Rodja,Cileungsi,https://www.rumah123.com/properti/bogor-cileungsi/cibubur-mansion-cileungsi-rumah-hook-dekat-radio-rodja-hos17693887/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:34:13.863181
Bogor,75.0,90.0,3,2,,,,Baru,,,575000000.0,Rumah Minimalis Cantik Mewah di Citra Indah City,Cileungsi,https://www.rumah123.com/properti/bogor-cileungsi/rumah-minimalis-cantik-mewah-di-citra-indah-city-hos41336152/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:34:22.245392
Bogor,63.0,78.0,3,2,1.0,,,Siap Huni,,,515000000.0,Rumah Cantik Mewah Minimalis Semi Furnish di Citra Indah City Cileungsi Jonggol Bogor,Cileungsi,https://www.rumah123.com/properti/bogor-cileungsi/rumah-cantik-mewah-minimalis-semi-furnish-di-citra-indah-city-cileungsi-jonggol-bogor-hos41336105/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:34:31.374045
Bogor,150.0,210.0,3,2,4.0,,,Baru,,,875000000.0,Rumah Hoek Baru Siap Huni Luas Asri Bisa Usaha,Jonggol,https://www.rumah123.com/properti/bogor-jonggol/rumah-hoek-baru-siap-huni-luas-asri-bisa-usaha-hos39467363/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:34:40.396219
Bogor,60.0,72.0,2,1,1.0,,,Baru,,,275000000.0,Rumah Cantik Aesthetic Baru Siap Huni Lt 72 Mtr. Citra Indah City Cileungsi Bogor,Jonggol,https://www.rumah123.com/properti/bogor-jonggol/rumah-cantik-aesthetic-baru-siap-huni-lt-72-mtr-citra-indah-city-cileungsi-bogor-hos19190934/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:34:49.550825
Bogor,350.0,280.0,5,3,,,,,,,1500000000.0,Rumah Sultan Hoek Mewah di Puncak Bogor Pinggir Jalan bisa Buat Usaha,Cileungsi,https://www.rumah123.com/properti/bogor-cileungsi/rumah-sultan-hoek-mewah-modern-posisi-di-citra-indah-city-hos41379491/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:34:56.143306
Bogor,106.0,121.0,3,2,,,,Baru,,,840000000.0,Rumah Mewah Hoek Megah di Citra Indah City,Cileungsi,https://www.rumah123.com/properti/bogor-cileungsi/rumah-mewah-hoek-megah-di-citra-indah-city-hos41387338/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:35:04.730922
Bogor,200.0,200.0,3,2,2.0,,,Siap Huni,,,750000000.0,Rumah Real Estate Harga Murah Di Citra Indah City Cileungsi Jonggol Bogor Timur,Jonggol,https://www.rumah123.com/properti/bogor-jonggol/rumah-real-estate-harga-murah-di-citra-indah-city-cileungsi-jonggol-bogor-timur-hos40604453/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:35:14.323888
Bogor,60.0,72.0,2,2,1.0,,,Baru,,,350000000.0,Citra Indah City Cileungsi Jonggol Bogor Rumah Baru Setahun Dijual Murah,Jonggol,https://www.rumah123.com/properti/bogor-jonggol/citra-indah-city-cileungsi-jonggol-bogor-rumah-baru-setahun-dijual-murah-hos41250603/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:35:23.374810
Bogor,201.0,220.0,4,4,2.0,,,Bagus,,,3700000000.0,Jual Rumah Kota Wisata Cluster Living Stone Bagus Rapi,Kota Wisata,https://www.rumah123.com/properti/bogor-kota-wisata/jual-rumah-kota-wisata-cluster-living-stone-bagus-rapi-hos41342812/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:35:31.456489
Bogor,200.0,706.0,4,4,2.0,,,Siap Huni,,,5500000000.0,"Rumah Sentul City dalam cluster jalan lebar, Bogor",Sentul City,https://www.rumah123.com/properti/bogor-sentul-city/rumah-sentul-city-dalam-cluster-jalan-lebar-bogor-hos16687282/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:35:41.784207
Bogor,700.0,300.0,5,4,2.0,,,Bagus,,,13000000000.0,"Rumah Rancamaya Golf Cluster Istana Bunga, Ready Tinggal, Sangat Bagus",Rancamaya,https://www.rumah123.com/properti/bogor-rancamaya/rumah-rancamaya-golf-cluster-istana-bunga-ready-tinggal-sangat-bagus-hos40055185/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:35:49.792968
